bldgid,district,boro,school,programcategory,source,geom,cd,school_district
M161,5,M,P.S. 161,Electrical Systems,sca_cp_added_projects,0101000020E61000006CFF8566F57C52C0B0050F09AB684440,109,5
M161,5,M,P.S. 161,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000006CFF8566F57C52C0B0050F09AB684440,109,5
M047,2,M,J.H.S. 47 (SCH FOR THE DEAF),Exterior Masonry,sca_cp_added_projects,0101000020E61000000ABA1F88CE7E52C046F8E897865E4440,106,2
M047,2,M,J.H.S. 47 (SCH FOR THE DEAF),IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000000ABA1F88CE7E52C046F8E897865E4440,106,2
M047,2,M,J.H.S. 47 (SCH FOR THE DEAF),Parapets,sca_cp_added_projects,0101000020E61000000ABA1F88CE7E52C046F8E897865E4440,106,2
M047,2,M,J.H.S. 47 (SCH FOR THE DEAF),Student Toilets,sca_cp_added_projects,0101000020E61000000ABA1F88CE7E52C046F8E897865E4440,106,2
M047,2,M,J.H.S. 47 (SCH FOR THE DEAF),Windows,sca_cp_added_projects,0101000020E61000000ABA1F88CE7E52C046F8E897865E4440,106,2
M047,2,M,J.H.S. 47 (SCH FOR THE DEAF),Student Toilets,sca_cp_added_projects,0101000020E61000000ABA1F88CE7E52C046F8E897865E4440,106,2
M645,78M,M,OLD MANHATTAN VOC/TECH HS,Roofs,sca_cp_added_projects,0101000020E610000043B621268A7C52C0CBD08CBD42644440,108,2
M645,78M,M,OLD MANHATTAN VOC/TECH HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000043B621268A7C52C0CBD08CBD42644440,108,2
M645,78M,M,OLD MANHATTAN VOC/TECH HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000043B621268A7C52C0CBD08CBD42644440,108,2
M645,78M,M,OLD MANHATTAN VOC/TECH HS,Exterior Masonry,sca_cp_added_projects,0101000020E610000043B621268A7C52C0CBD08CBD42644440,108,2
M092,5,M,P.S. 92,Accessibility,sca_cp_added_projects,0101000020E61000009F82FDE0887C52C0C630629C4F684440,110,5
M092,5,M,P.S. 92,Student Toilets,sca_cp_added_projects,0101000020E61000009F82FDE0887C52C0C630629C4F684440,110,5
M125,5,M,P.S. 125,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C06807942A7D52C0C6CA6A0EC8674440,109,5
M125,5,M,P.S. 125,Accessibility,sca_cp_added_projects,0101000020E6100000C06807942A7D52C0C6CA6A0EC8674440,109,5
M125,5,M,P.S. 125,PA System,sca_cp_advanced_projects,0101000020E6100000C06807942A7D52C0C6CA6A0EC8674440,109,5
M190,2,M,P.S. 290,Flood Elimination,sca_cp_added_projects,0101000020E6100000DD2D5E56FA7C52C0A345F72F39634440,108,2
M190,2,M,P.S. 290,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000DD2D5E56FA7C52C0A345F72F39634440,108,2
M190,2,M,P.S. 290,Parapets,sca_cp_added_projects,0101000020E6100000DD2D5E56FA7C52C0A345F72F39634440,108,2
M190,2,M,P.S. 290,Roofs,sca_cp_added_projects,0101000020E6100000DD2D5E56FA7C52C0A345F72F39634440,108,2
M190,2,M,P.S. 290,Climate Control,sca_cp_added_projects,0101000020E6100000DD2D5E56FA7C52C0A345F72F39634440,108,2
M965,6,M,I.S. 349,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000D02B777B437B52C06D8E6533A56D4440,112,6
M465,78M,M,G. WASHINGTON HS EDUC. CAMPUS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D02B777B437B52C06D8E6533A56D4440,112,6
M465,78M,M,G. WASHINGTON HS EDUC. CAMPUS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000D02B777B437B52C06D8E6533A56D4440,112,6
M465,78M,M,G. WASHINGTON HS EDUC. CAMPUS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000D02B777B437B52C06D8E6533A56D4440,112,6
M465,78M,M,G. WASHINGTON HS EDUC. CAMPUS,Student Toilets,sca_cp_added_projects,0101000020E6100000D02B777B437B52C06D8E6533A56D4440,112,6
M465,78M,M,G. WASHINGTON HS EDUC. CAMPUS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D02B777B437B52C06D8E6533A56D4440,112,6
M054,3,M,I.S. 54,Electrical Systems,sca_cp_added_projects,0101000020E6100000887AC024A67D52C0906D72D07D664440,107,3
M054,3,M,I.S. 54,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000887AC024A67D52C0906D72D07D664440,107,3
M625,78M,M,HS OF GRAPHIC COMMUNICATION ARTS,Roofs,sca_cp_added_projects,0101000020E610000063B29EEA617F52C0B2C8F430C0614440,104,2
M625,78M,M,HS OF GRAPHIC COMMUNICATION ARTS,Climate Control,sca_cp_added_projects,0101000020E610000063B29EEA617F52C0B2C8F430C0614440,104,2
M625,78M,M,HS OF GRAPHIC COMMUNICATION ARTS,Boiler Conversion,sca_cp_added_projects,0101000020E610000063B29EEA617F52C0B2C8F430C0614440,104,2
M625,78M,M,HS OF GRAPHIC COMMUNICATION ARTS,Auditorium  Upgrade,sca_cp_added_projects,0101000020E610000063B29EEA617F52C0B2C8F430C0614440,104,2
M625,78M,M,HS OF GRAPHIC COMMUNICATION ARTS,Parapets,sca_cp_added_projects,0101000020E610000063B29EEA617F52C0B2C8F430C0614440,104,2
M834,78M,M,HS FOR ENVIRONMENTAL STUDIES,Air Conditioning Split System,sca_cp_added_projects,0101000020E6100000277E6CD6457F52C0296DA6A149624440,104,2
M834,78M,M,HS FOR ENVIRONMENTAL STUDIES,Gymnasium Upgrade,sca_cp_added_projects,0101000020E6100000277E6CD6457F52C0296DA6A149624440,104,2
M834,78M,M,HS FOR ENVIRONMENTAL STUDIES,Floors,sca_cp_added_projects,0101000020E6100000277E6CD6457F52C0296DA6A149624440,104,2
M131,2,M,I.S. 131,Cafeteria / Multipurpose Room Upgrade,sca_cp_cancelled_projects,0101000020E610000024A22061977F52C0BCC84EE6AB5B4440,103,2
M131,2,M,I.S. 131,Student Toilets,sca_cp_added_projects,0101000020E610000024A22061977F52C0BCC84EE6AB5B4440,103,2
M131,2,M,I.S. 131,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E610000024A22061977F52C0BCC84EE6AB5B4440,103,2
M003,2,M,P.S. 3,Lighting Fixtures,sca_cp_added_projects,0101000020E61000006D384BD2618052C0D3D0710EC65D4440,102,2
M003,2,M,P.S. 3,Student Toilets,sca_cp_added_projects,0101000020E61000006D384BD2618052C0D3D0710EC65D4440,102,2
M171,4,M,P.S. 171,Windows,sca_cp_added_projects,0101000020E610000055A19329E47C52C04C0A77236A654440,111,4
M171,4,M,P.S. 171,Flood Elimination,sca_cp_added_projects,0101000020E610000055A19329E47C52C04C0A77236A654440,111,4
M171,4,M,P.S. 171,Exterior Masonry,sca_cp_added_projects,0101000020E610000055A19329E47C52C04C0A77236A654440,111,4
M171,4,M,P.S. 171,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000055A19329E47C52C04C0A77236A654440,111,4
M171,4,M,P.S. 171,Student Toilets,sca_cp_added_projects,0101000020E610000055A19329E47C52C04C0A77236A654440,111,4
M044,3,M,I.S. 44,Student Toilets,sca_cp_added_projects,0101000020E610000075EEE880907E52C0FB2B97F9ED634440,107,3
M145,3,M,P.S. 145,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000A142F3F0CC7D52C0E1572D6549664440,107,3
M145,3,M,P.S. 145,Electrical Systems,sca_cp_added_projects,0101000020E6100000A142F3F0CC7D52C0E1572D6549664440,107,3
M446,78M,M,UNIVERSITY NEIGHBORHOOD,Student Toilets,sca_cp_added_projects,0101000020E6100000DBA4EDBFFB7E52C0402603092B5B4440,103,1
M083,4,M,P.S. 83,Student Toilets,sca_cp_added_projects,0101000020E6100000F7063801497C52C083214F058C654440,111,4
M083,4,M,P.S. 83,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000F7063801497C52C083214F058C654440,111,4
M083,4,M,P.S. 83,Boiler Conversion,sca_cp_added_projects,0101000020E6100000F7063801497C52C083214F058C654440,111,4
M751,75M,M,P.S. 751 (CAR.DEV/OLD 25),IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000074787FE2377F52C07B09DDDFE95C4440,103,1
M751,75M,M,P.S. 751 (CAR.DEV/OLD 25),Student Toilets ,sca_cp_cancelled_projects,0101000020E610000074787FE2377F52C07B09DDDFE95C4440,103,1
M751,75M,M,P.S. 751 (CAR.DEV/OLD 25),Student Toilets,sca_cp_added_projects,0101000020E610000074787FE2377F52C07B09DDDFE95C4440,103,1
M149,3,M,P.S. 149 (TANDEM M207),Student Toilets,sca_cp_added_projects,0101000020E610000031F22C74AD7C52C0B385142ABD664440,110,3
M149,3,M,P.S. 149 (TANDEM M207),Student Toilets,sca_cp_added_projects,0101000020E610000031F22C74AD7C52C0B385142ABD664440,110,3
M207,3,M,P.S. 207 (TANDEM M149),Electrical Systems,sca_cp_added_projects,0101000020E610000031F22C74AD7C52C0B385142ABD664440,110,3
M002,2,M,P.S. 2,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000F3674A1B757F52C0086CA583405B4440,103,2
M002,2,M,P.S. 2,Student Toilets,sca_cp_added_projects,0101000020E6100000F3674A1B757F52C0086CA583405B4440,103,2
M129,5,M,P.S. 129,Science Lab Upgrades,sca_cp_added_projects,0101000020E6100000B3A9D075EE7C52C020C8D2A44F684440,109,5
M129,5,M,P.S. 129,Student Toilets,sca_cp_added_projects,0101000020E6100000B3A9D075EE7C52C020C8D2A44F684440,109,5
M535,78M,M,PARK WEST HS (ECF),Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E61000009F87046F887F52C0348B2E20FB614440,104,2
M535,78M,M,PARK WEST HS (ECF),IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000009F87046F887F52C0348B2E20FB614440,104,2
M535,78M,M,PARK WEST HS (ECF),Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000009F87046F887F52C0348B2E20FB614440,104,2
M535,78M,M,PARK WEST HS (ECF),Exterior Masonry,sca_cp_added_projects,0101000020E61000009F87046F887F52C0348B2E20FB614440,104,2
M169,75M,M,P.S. 169 (ECF),Elevators and Escalators,sca_cp_added_projects,0101000020E610000086DF6F79287D52C018F46A34F1634440,108,2
M169,75M,M,P.S. 169 (ECF),Roofs,sca_cp_added_projects,0101000020E610000086DF6F79287D52C018F46A34F1634440,108,2
M540,78M,M,A. PHILLIP RANDOLPH HS,Science Lab Upgrades,sca_cp_added_projects,0101000020E61000009ED84A12CC7C52C08553B54BC5684440,109,6
M540,78M,M,A. PHILLIP RANDOLPH HS,Parapets,sca_cp_added_projects,0101000020E61000009ED84A12CC7C52C08553B54BC5684440,109,6
M540,78M,M,A. PHILLIP RANDOLPH HS,Lighting Fixtures,sca_cp_added_projects,0101000020E61000009ED84A12CC7C52C08553B54BC5684440,109,6
M540,78M,M,A. PHILLIP RANDOLPH HS,Flood Elimination,sca_cp_added_projects,0101000020E61000009ED84A12CC7C52C08553B54BC5684440,109,6
M540,78M,M,A. PHILLIP RANDOLPH HS,Exterior Masonry,sca_cp_added_projects,0101000020E61000009ED84A12CC7C52C08553B54BC5684440,109,6
M540,78M,M,A. PHILLIP RANDOLPH HS,Roofs,sca_cp_added_projects,0101000020E61000009ED84A12CC7C52C08553B54BC5684440,109,6
M052,6,M,I.S. 52,Student Toilets,sca_cp_added_projects,0101000020E61000009AA173E7397B52C068EA826DC86E4440,112,6
M052,6,M,I.S. 52,Exterior Masonry,sca_cp_added_projects,0101000020E61000009AA173E7397B52C068EA826DC86E4440,112,6
M052,6,M,I.S. 52,School Improvement and Restructuring,sca_cp_added_projects,0101000020E61000009AA173E7397B52C068EA826DC86E4440,112,6
M048,6,M,P.S. 48,Code Compliance,sca_cp_added_projects,0101000020E6100000E93C5F5AC07B52C01F310D8E366D4440,112,6
M048,6,M,P.S. 48,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000E93C5F5AC07B52C01F310D8E366D4440,112,6
M048,6,M,P.S. 48,Domestic Piping,sca_cp_added_projects,0101000020E6100000E93C5F5AC07B52C01F310D8E366D4440,112,6
M048,6,M,P.S. 48,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E6100000E93C5F5AC07B52C01F310D8E366D4440,112,6
M153,6,M,P.S. 153,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000001C1B3E73A57C52C033D05841CB694440,109,6
M133,5,M,P.S. 133,Electrical Systems,sca_cp_added_projects,0101000020E61000006D5F5E7D1B7C52C055975A1BA3674440,111,5
M133,5,M,P.S. 133,Student Toilets,sca_cp_added_projects,0101000020E61000006D5F5E7D1B7C52C055975A1BA3674440,111,5
M263,6,M,P.S./I.S. 263,Classroom Connectivity,sca_cp_added_projects,0101000020E6100000B62619E5FB7A52C00BE53303CA6E4440,112,6
M445,78M,M,SEWARD PARK HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000B126CD28517F52C026008B70D15B4440,103,2
M445,78M,M,SEWARD PARK HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000B126CD28517F52C026008B70D15B4440,103,2
M445,78M,M,SEWARD PARK HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000B126CD28517F52C026008B70D15B4440,103,2
M445,78M,M,SEWARD PARK HS,Electrical Systems,sca_cp_added_projects,0101000020E6100000B126CD28517F52C026008B70D15B4440,103,2
M445,78M,M,SEWARD PARK HS,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000B126CD28517F52C026008B70D15B4440,103,2
M445,78M,M,SEWARD PARK HS,Lighting Fixtures,sca_cp_cancelled_projects,0101000020E6100000B126CD28517F52C026008B70D15B4440,103,2
M445,78M,M,SEWARD PARK HS,Heating Plant Upgrade,sca_cp_cancelled_projects,0101000020E6100000B126CD28517F52C026008B70D15B4440,103,2
M445,78M,M,SEWARD PARK HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000B126CD28517F52C026008B70D15B4440,103,2
M072,4,M,P.S. 72,Roofs,sca_cp_added_projects,0101000020E61000008DA6C606A37C52C03A62F6194E654440,111,4
M072,4,M,P.S. 72,Science Lab Upgrades,sca_cp_added_projects,0101000020E61000008DA6C606A37C52C03A62F6194E654440,111,4
M072,4,M,P.S. 72,Auditorium  Upgrade,sca_cp_added_projects,0101000020E61000008DA6C606A37C52C03A62F6194E654440,111,4
M072,4,M,P.S. 72,Playground Redevelopment,sca_cp_added_projects,0101000020E61000008DA6C606A37C52C03A62F6194E654440,111,4
M615,78M,M,CHELSEA VOC HS,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E61000003D795F8D528052C03CE03B60C15C4440,102,2
M615,78M,M,CHELSEA VOC HS,Domestic Piping,sca_cp_added_projects,0101000020E61000003D795F8D528052C03CE03B60C15C4440,102,2
M615,78M,M,CHELSEA VOC HS,Ansul Systems,sca_cp_added_projects,0101000020E61000003D795F8D528052C03CE03B60C15C4440,102,2
M615,78M,M,CHELSEA VOC HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000003D795F8D528052C03CE03B60C15C4440,102,2
M076,3,M,P.S. 76,Student Toilets,sca_cp_added_projects,0101000020E6100000CB255F90E47C52C0081707893C674440,110,3
M123,5,M,P.S. 123,Student Toilets,sca_cp_added_projects,0101000020E6100000078B541D737C52C00CD0A9D8FB684440,110,5
M123,5,M,P.S. 123,Electrical Systems,sca_cp_added_projects,0101000020E6100000078B541D737C52C00CD0A9D8FB684440,110,5
M107,78M,M,THE HERITAGE SCHOOL,Student Toilets,sca_cp_added_projects,0101000020E6100000B19FE37D997C52C0E54AB83360654440,111,4
M030,5,M,P.S. 30,Auditorium  Upgrade,sca_cp_added_projects,0101000020E61000007EE8B894DE7B52C07BF6E8AE1F674440,111,5
M030,5,M,P.S. 30,Electrical Systems,sca_cp_added_projects,0101000020E61000007EE8B894DE7B52C07BF6E8AE1F674440,111,5
M894,78M,M,HS FOR LEADERSHIP & PUBLIC SER,Elevators and Escalators,sca_cp_added_projects,0101000020E6100000AA8FD538CC8052C004FD8C94BF5A4440,101,2
M894,78M,M,HS FOR LEADERSHIP & PUBLIC SER,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000AA8FD538CC8052C004FD8C94BF5A4440,101,2
M894,78M,M,HS FOR LEADERSHIP & PUBLIC SER,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000AA8FD538CC8052C004FD8C94BF5A4440,101,2
M894,78M,M,HS FOR LEADERSHIP & PUBLIC SER,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000AA8FD538CC8052C004FD8C94BF5A4440,101,2
M194,5,M,P.S. 194,Student Toilets,sca_cp_added_projects,0101000020E6100000C4135B333B7C52C047CE9D511D694440,110,5
M194,5,M,P.S. 194,Classroom Connectivity,sca_cp_added_projects,0101000020E6100000C4135B333B7C52C047CE9D511D694440,110,5
X475,78X,X,JOHN F. KENNEDY HS,Flood Elimination,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
X475,78X,X,JOHN F. KENNEDY HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
X475,78X,X,JOHN F. KENNEDY HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
X475,78X,X,JOHN F. KENNEDY HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
X475,78X,X,JOHN F. KENNEDY HS,Parapets,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
X475,78X,X,JOHN F. KENNEDY HS,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
X475,78X,X,JOHN F. KENNEDY HS,Roofs,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
X475,78X,X,JOHN F. KENNEDY HS,Student Toilets,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
X475,78X,X,JOHN F. KENNEDY HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D27FDE8D6D7A52C04CC2B8A84B704440,208,10
M111,2,M,P.S. 111,Student Toilets,sca_cp_added_projects,0101000020E6100000BD24A508597F52C040DB975909624440,104,2
M660,2,M,SCHL OF THE FUTURE (OLD BACON),Electrical Systems,sca_cp_added_projects,0101000020E61000009B196D870F7F52C0524A40979B5E4440,105,2
M660,2,M,SCHL OF THE FUTURE (OLD BACON),Student Toilets,sca_cp_added_projects,0101000020E61000009B196D870F7F52C0524A40979B5E4440,105,2
M041,2,M,P.S. 41,Student Toilets,sca_cp_added_projects,0101000020E610000028506752F27F52C049B56551235E4440,102,2
M058,75M,M,P.S. 35 (OLD 58/MNHT HS),Student Toilets,sca_cp_added_projects,0101000020E6100000924D213A197F52C08767E50FD1614440,104,2
M058,75M,M,P.S. 35 (OLD 58/MNHT HS),IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000924D213A197F52C08767E50FD1614440,104,2
M058,75M,M,P.S. 35 (OLD 58/MNHT HS),Lighting Fixtures,sca_cp_added_projects,0101000020E6100000924D213A197F52C08767E50FD1614440,104,2
M058,75M,M,P.S. 35 (OLD 58/MNHT HS),Electrical Systems,sca_cp_added_projects,0101000020E6100000924D213A197F52C08767E50FD1614440,104,2
K270,13,K,P.S. 270,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004E2A4340837D52C05BFF57B77B584440,302,13
K270,13,K,P.S. 270,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000004E2A4340837D52C05BFF57B77B584440,302,13
K270,13,K,P.S. 270,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004E2A4340837D52C05BFF57B77B584440,302,13
M896,78M,M,NYC PUBLIC SCHOOL REPERTORY CO,Electrical Systems,sca_cp_added_projects,0101000020E6100000C7223B17007F52C026A7AB8CC7604440,105,2
M896,78M,M,NYC PUBLIC SCHOOL REPERTORY CO,Classroom Connectivity,sca_cp_added_projects,0101000020E6100000C7223B17007F52C026A7AB8CC7604440,105,2
M896,78M,M,NYC PUBLIC SCHOOL REPERTORY CO,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000C7223B17007F52C026A7AB8CC7604440,105,2
M057,4,M,P.S. 57,Electrical Systems,sca_cp_added_projects,0101000020E6100000BE12A270427C52C0787FA71D0A664440,111,4
M187,6,M,P.S./I.S. 187,Student Toilets,sca_cp_added_projects,0101000020E61000007C684D47F57B52C0F2D01BC0996D4440,112,6
M097,78M,M,BARD COLLEGE HS (OLD M097),Parapets,sca_cp_added_projects,0101000020E6100000EC71DC4A787E52C0DF121A78F05B4440,103,1
M097,78M,M,BARD COLLEGE HS (OLD M097),Flood Elimination,sca_cp_added_projects,0101000020E6100000EC71DC4A787E52C0DF121A78F05B4440,103,1
M097,78M,M,BARD COLLEGE HS (OLD M097),IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000EC71DC4A787E52C0DF121A78F05B4440,103,1
M097,78M,M,BARD COLLEGE HS (OLD M097),Student Toilets,sca_cp_added_projects,0101000020E6100000EC71DC4A787E52C0DF121A78F05B4440,103,1
M097,78M,M,BARD COLLEGE HS (OLD M097),Roofs,sca_cp_added_projects,0101000020E6100000EC71DC4A787E52C0DF121A78F05B4440,103,1
M175,5,M,P.S. 175,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000EAD74049537C52C04AC1CF873B684440,110,5
M199,3,M,P.S. 199,Lighting Fixtures,sca_cp_added_projects,0101000020E61000000273E8E9007F52C0288037FC87634440,107,3
M010,5,M,I.S. 10 (TANDEM M200),Lighting Fixtures,sca_cp_added_projects,0101000020E6100000C93FFE34E27B52C02121923E77694440,110,5
M010,5,M,I.S. 10 (TANDEM M200),Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C93FFE34E27B52C02121923E77694440,110,5
M010,5,M,I.S. 10 (TANDEM M200),Science Lab Upgrades,sca_cp_added_projects,0101000020E6100000C93FFE34E27B52C02121923E77694440,110,5
M200,5,M,P.S. 200 (TANDEM M010),Student Toilets,sca_cp_added_projects,0101000020E6100000C93FFE34E27B52C02121923E77694440,110,5
M113,3,M,P.S. 241,Boiler Conversion,sca_cp_added_projects,0101000020E610000028244D22287D52C060F687049B664440,110,3
M113,3,M,P.S. 241,Student Toilets,sca_cp_added_projects,0101000020E610000028244D22287D52C060F687049B664440,110,3
M113,3,M,P.S. 241,Electrical Systems,sca_cp_added_projects,0101000020E610000028244D22287D52C060F687049B664440,110,3
M113,3,M,P.S. 241,Climate Control,sca_cp_added_projects,0101000020E610000028244D22287D52C060F687049B664440,110,3
M113,3,M,P.S. 241,Lighting Fixtures,sca_cp_added_projects,0101000020E610000028244D22287D52C060F687049B664440,110,3
M183,2,M,P.S. 183,Roofs,sca_cp_added_projects,0101000020E6100000FAA5787B4B7D52C09D5B8656C4614440,108,2
M183,2,M,P.S. 183,Parapets,sca_cp_added_projects,0101000020E6100000FAA5787B4B7D52C09D5B8656C4614440,108,2
M183,2,M,P.S. 183,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000FAA5787B4B7D52C09D5B8656C4614440,108,2
M183,2,M,P.S. 183,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000FAA5787B4B7D52C09D5B8656C4614440,108,2
M183,2,M,P.S. 183,Flood Elimination,sca_cp_added_projects,0101000020E6100000FAA5787B4B7D52C09D5B8656C4614440,108,2
M183,2,M,P.S. 183,Exterior Masonry,sca_cp_added_projects,0101000020E6100000FAA5787B4B7D52C09D5B8656C4614440,108,2
M183,2,M,P.S. 183,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000FAA5787B4B7D52C09D5B8656C4614440,108,2
M206,4,M,P.S. 206 (TANDEM M112),Electrical Systems,sca_cp_added_projects,0101000020E610000016715F0C8D7B52C0E3E767A0FF654440,111,4
M501,78M,M,ARTHUR SCHOMBURG HS (IS 201),Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000056B2A7E1137C52C063416F614C674440,111,5
M501,78M,M,ARTHUR SCHOMBURG HS (IS 201),Student Toilets,sca_cp_added_projects,0101000020E610000056B2A7E1137C52C063416F614C674440,111,5
M501,78M,M,ARTHUR SCHOMBURG HS (IS 201),Toilets-Students,sca_cp_advanced_projects,0101000020E610000056B2A7E1137C52C063416F614C674440,111,5
M501,78M,M,ARTHUR SCHOMBURG HS (IS 201),Student Toilets,sca_cp_added_projects,0101000020E610000056B2A7E1137C52C063416F614C674440,111,5
M501,78M,M,ARTHUR SCHOMBURG HS (IS 201),Exterior Masonry,sca_cp_added_projects,0101000020E610000056B2A7E1137C52C063416F614C674440,111,5
M480,78M,M,JULIA RICHMAN ED. COMPLEX,Lighting Fixtures,sca_cp_added_projects,0101000020E61000004661F8FC6C7D52C0AD40BF7900624440,108,2
